HIP,RA_deg,Dec_deg,Vmag,BV
3720,11.93830967,27.09696932,8.0900,1.0610
3721,11.94174879,74.84758739,5.4200,-0.0660
3722,11.94654617,2.90412802,8.7400,0.8300
3723,11.94947435,34.58507195,9.1500,0.6280
3724,11.95185721,6.03199049,11.7300,1.4000
3725,11.95949536,-10.90421694,7.7400,1.3260
3726,11.96146403,-78.26736064,9.1100,0.7530
3727,11.96680011,-5.99268163,8.0400,1.1120
3728,11.96839480,16.95924340,9.0400,0.6500
3729,11.96915044,-32.75569200,10.5900,0.9380
3730,11.97803517,20.92531069,6.5100,0.5210
3731,11.97855203,-33.46360111,8.8200,1.3110
3732,11.98215511,21.02407565,8.2600,1.0790
3733,11.98621508,-29.34391690,7.5900,0.3130
3734,11.98854552,-9.34698336,7.7300,0.5120
3735,11.99199906,-32.33526571,8.8900,1.1420
3736,11.99596032,51.44478211,6.8600,0.1000
3737,11.99832649,-39.28236285,9.2800,0.5590
3738,12.00196996,-0.24238657,8.5300,0.9680
3739,12.00223557,36.20446390,8.0500,0.2710
3740,12.00233241,36.48710972,7.8500,0.5560
3741,12.00437854,-21.72247464,5.5700,-0.0580
3742,12.00841193,52.27529045,8.4800,0.3230
3743,12.01022731,5.10353872,8.9700,1.1320
3744,12.01095672,76.55380617,8.5000,0.2200
3745,12.01491791,-25.07904214,8.8900,0.7740
3746,12.01625333,-3.71198928,8.0200,1.0000
3747,12.02551587,-54.20089964,10.8700,1.0660
3748,12.02670321,52.34811823,8.6900,1.3820
3749,12.03401593,19.48358299,8.2500,1.5950
3750,12.03698124,72.67445774,5.8600,1.0100
3751,12.03910416,35.73833631,8.7000,1.2700
3752,12.04121293,52.95113478,9.0400,0.0850
3753,12.04504409,9.22164519,8.0900,0.3290
3754,12.04841829,-43.77278094,8.9800,0.5770
3755,12.04855060,65.11963799,6.9100,0.9500
3756,12.05041366,-44.88254410,8.3700,1.3260
3757,12.05511704,-5.13517778,12.0500,1.5060
3758,12.05645579,2.72952226,8.7100,0.8920
3759,12.06913336,69.53615661,8.4700,1.4000
3760,12.07226858,7.29991977,5.9200,1.1040
3761,12.07234158,10.25803278,8.7600,1.2110
3762,12.08105174,-35.27718978,9.6500,0.8770
3763,12.08422041,-0.48910756,7.6400,1.3890
3764,12.08870960,4.14327377,9.8300,0.3500
3766,12.09349908,-14.11981227,10.8500,0.4910
3767,12.09385659,61.58453565,7.8600,1.1530
3765,12.09388786,5.28338873,5.7400,0.8900
3768,12.09694744,60.96176268,8.4400,1.0270
3769,12.09806611,-31.61790456,9.0900,0.7220
3770,12.10131505,-10.69185305,10.8100,0.9100
3771,12.10339714,49.71629136,7.7300,-0.0210
3772,12.10802085,-27.53692500,10.6400,0.6300
3773,12.12318298,-18.66336118,9.5600,0.6600
3774,12.12613867,-59.70104237,9.2400,1.0650
3775,12.13076426,-26.36908325,8.0500,0.8950
3776,12.13666700,-53.33246585,8.3000,1.1710
3777,12.13826887,0.38211049,8.1600,0.6540
3778,12.13911418,-14.75074522,8.2900,1.3230
3779,12.14015751,44.97274862,7.5700,1.5870
3780,12.14450524,-67.53163727,8.1000,0.5010
3781,12.14632729,-74.92335356,5.0900,1.3450
3782,12.15170347,54.16069916,8.6300,1.1540
3783,12.15363943,-12.63906469,9.7000,1.1020
3784,12.16482950,55.79873408,7.9300,0.1710
3785,12.16525669,-58.89585612,9.5200,0.3730
3786,12.17039736,7.58520186,4.4400,1.5000
3787,12.17124200,52.10084310,6.8200,0.8440
3788,12.17172583,-28.49529780,6.7800,0.3480
3789,12.17311028,-1.38402552,10.8800,0.6200
3790,12.17614633,-47.11597350,9.1000,1.1300
3791,12.17991589,-61.72851830,9.4400,0.2250
3792,12.18295418,-17.54708857,7.8700,1.0610
3793,12.18341093,1.01348091,9.7100,0.6350
3794,12.18482361,-24.14318847,8.3600,0.8790
3795,12.18675807,18.68565151,7.6000,0.6140
3796,12.19415062,78.46729832,7.1100,0.9720
3797,12.19745483,60.76650789,8.2000,1.1500
3798,12.20006473,18.31409668,7.9300,-0.0040
3799,12.20039458,9.84344576,9.5200,1.1290
3800,12.20147651,20.21477033,7.9000,1.4320
3801,12.20830552,50.96819154,4.9000,-0.0910
3802,12.20958218,-48.59357671,8.1500,0.3540
3803,12.21005240,-34.91545627,9.2000,1.2300
3804,12.21878606,-60.36982238,7.9500,0.3170
3805,12.22782635,32.92466589,7.9500,0.3630
3806,12.23095382,24.87097903,8.9500,1.4980
3807,12.23640318,-46.69769826,6.2800,0.8970
3808,12.23721271,12.87970265,8.1400,1.7670
3809,12.24102325,58.00727034,8.2200,1.6730
3810,12.24462380,16.94113370,5.0700,0.5020
3811,12.25259822,-36.26356680,7.5900,0.9720
3812,12.25544052,-56.09703704,10.3300,-0.1100
3813,12.25615885,-50.14439383,10.7600,1.4260
3815,12.25773565,-16.39091809,9.2900,1.0680
3816,12.25804459,-38.28857027,8.9700,0.5080
3817,12.25927144,41.13208313,7.6200,1.1600
3818,12.25937494,65.55039779,8.8200,0.5380
3819,12.26240999,58.42930739,9.1600,0.0510
3820,12.26587361,-42.56177739,7.5800,-0.1150
3822,12.26895883,-22.36086232,10.1400,1.0240
3823,12.26941382,14.80919912,6.9500,1.5190
3821,12.27125262,57.81654770,3.4600,0.5870
3824,12.27585080,44.12948081,7.6400,0.9180
3825,12.27593677,-21.15105220,7.0400,0.9070
3826,12.27734523,-33.82632838,8.3600,1.1580
3827,12.27837507,-39.13386757,9.0400,0.6070
3828,12.28231025,-69.12664211,8.1300,1.5270
3829,12.28823784,5.39519773,12.3700,0.5540
3830,12.29035234,28.71930683,7.1800,0.9320
3831,12.29365169,66.05117555,9.0200,0.5320
3832,12.29936838,-53.77407890,7.5600,0.5050
3833,12.30780333,57.07503538,7.1200,1.7220
3834,12.30791020,-24.13652681,5.9000,0.9440
3835,12.30990403,-47.41337196,8.9100,1.0740
3836,12.31053350,61.16809976,9.0500,1.1310
3837,12.31149408,-6.17002948,9.4200,1.0280
3838,12.31393468,-59.56853640,8.7300,1.0980
3839,12.31726199,68.46724492,8.1300,0.2990
3840,12.31732471,41.08181697,7.0600,1.0180
3841,12.32006206,22.12819784,8.9200,1.1220
3855,12.32088326,20.06304103,10.5700,0.6020
3843,12.32340724,-21.39590487,8.5300,0.6440
3842,12.32426163,-1.62599547,8.7600,0.3300
3844,12.32589677,45.80208371,9.0500,-0.0150
3845,12.32628851,-21.39738310,8.8500,0.4630
3846,12.33368104,67.50526639,9.1800,1.6720
3847,12.34994207,-42.34866695,8.8500,1.0390
3848,12.35604063,11.06612507,9.9700,0.5610
3849,12.35647376,-13.56101709,5.5900,1.3250
3850,12.36015525,-23.21277388,7.1500,0.7690
3851,12.36595437,-65.00449365,8.6800,0.4850
3852,12.37265385,-55.76455397,9.3900,1.6340
3853,12.37318564,40.29957139,9.0900,0.3530
3854,12.37956757,46.51092235,7.1800,1.0190
3857,12.38642207,44.05939726,7.7800,0.5940
3858,12.38932382,-23.36210931,6.2700,0.1320
3859,12.39023026,38.20496538,8.0200,0.5710
3860,12.39207268,67.95272431,10.4200,1.0230
3861,12.39433043,-10.96136471,7.6200,1.1870
3862,12.39486815,7.95477230,8.1700,0.4190
3864,12.39615242,-54.16416149,8.1000,0.5950
3863,12.39625379,0.58817712,9.3900,0.6600
3865,12.40522789,47.76398890,6.6600,0.2770
3866,12.41225482,-15.39595889,9.3200,0.3790
3867,12.41396960,29.34603377,10.5700,0.6150
3868,12.41460560,60.75908220,8.0600,0.5460
3869,12.41630759,6.40714131,7.5100,1.4280
3870,12.42242062,-18.68197027,9.7900,0.7330
3871,12.42488836,15.97313098,9.6100,0.5460
3872,12.42795270,-21.12885558,8.7800,1.3820
3873,12.42838509,65.08280165,8.1100,0.3120
3874,12.43501726,-7.84930992,7.8400,1.3060
3875,12.43693653,30.43598803,8.6900,1.2590
3876,12.44099553,70.44899713,7.7500,0.9000
3877,12.44508731,52.86896935,9.4500,0.1760
3878,12.44995041,-63.75275824,9.8300,0.8660
3879,12.45094373,-54.59336435,9.5000,1.1570
3880,12.45164376,-46.86372938,9.5900,0.7370
3881,12.45345723,41.07895474,4.5300,-0.1360
3882,12.45832119,71.43267263,9.5300,0.2680
3883,12.46695421,62.79514319,8.8400,0.2870
3884,12.46928589,30.45035886,7.6000,1.0640
3885,12.47128657,27.71031105,5.5500,0.3980
3886,12.47194180,60.12738530,9.9300,1.0540
3887,12.47198674,64.63779136,8.5100,0.6160
3888,12.47727045,57.22299687,8.9600,1.1650
3889,12.47892003,-0.22411718,6.6400,1.3700
3890,12.48023049,26.92295460,9.0600,0.7340
3892,12.48212259,71.17577038,7.5400,0.0620
3891,12.48239843,57.29771176,8.9800,1.1210
3893,12.48432584,-22.10206989,7.6000,1.4140
3894,12.48449543,-57.38624867,7.1900,1.5580
3895,12.49250207,-16.16747640,9.1200,0.6720
3896,12.49371612,35.33584859,8.4100,0.1900
3897,12.49406480,34.97421902,7.2600,0.6090
3898,12.50122397,-24.11948337,8.1100,1.0310
3899,12.50325276,-84.93524164,8.7200,0.4620
3900,12.50442809,38.73901723,8.0000,1.0260
3901,12.50936195,70.77417543,6.9000,-0.0550
3902,12.51378898,73.58842500,8.8400,0.1650
3903,12.51565121,-43.39494468,6.4900,0.2860
3904,12.51777155,7.66839596,7.6400,0.9740
3905,12.51938681,81.96723562,7.3800,1.0840
3906,12.52249117,-45.93939639,9.0200,1.0430
3907,12.53084012,59.38838857,9.4100,0.1180
3908,12.53144601,-40.61999334,8.8800,0.6890
3909,12.53218487,-10.64377045,5.1700,0.5140
3910,12.53482510,-29.00444562,9.4300,1.4070
3911,12.53815505,-83.74397170,7.9400,0.5220
3912,12.54989215,11.83013738,8.9100,0.9680
3913,12.56074991,-31.33255899,10.4100,0.9590
3914,12.56147971,28.36904615,7.2300,1.0960
3915,12.56191859,-6.19424277,9.4700,0.5670
3916,12.56744367,-9.90633216,9.5200,0.9820
3917,12.56796412,63.17135488,8.0700,0.5350
3918,12.56842643,-15.87855703,7.8200,1.3230
3919,12.57589036,45.00224079,6.1300,0.0430
3920,12.57984369,-34.48984684,9.5900,0.8460
3921,12.58545399,-50.00601584,11.8300,0.9700
3922,12.58640031,-27.43698365,9.5900,0.8850
3924,12.60079553,-64.06781229,7.9800,0.5620
3925,12.60207386,3.38141553,8.2200,1.6700
3926,12.60457440,50.63043283,7.8300,0.4830
3927,12.60822962,-66.20320131,9.7500,0.6120
3928,12.61079947,40.80827293,8.1200,-0.0260
3929,12.61191869,4.55911183,10.5600,0.4990
3930,12.61379631,59.50273074,10.1500,0.9090
3931,12.61447747,15.48421065,8.5600,0.3200
3933,12.61634353,41.73028685,8.7600,1.2100
3932,12.61635090,59.67175306,7.5900,0.3090
3934,12.63158529,-73.47848410,11.1800,0.1170
3935,12.63181631,-5.31415406,7.9700,0.4010
3936,12.63459887,21.16352423,7.6700,0.9580
3938,12.63903487,10.41158658,8.6300,0.2780
3939,12.64600613,-47.14309563,8.4700,0.4330
3940,12.64760557,62.36606894,9.5900,0.7600
3941,12.64939897,75.60228159,8.8000,0.3770
3942,12.65073842,56.61287556,8.7400,0.0390
3943,12.65306062,24.21670348,7.7400,1.1720
3944,12.65780780,16.98984687,8.5000,0.5670
3945,12.65994081,-73.47173512,11.0400,-0.0150
3946,12.66077369,25.58496238,7.2100,0.9030
3947,12.66647482,-0.08022016,8.5300,0.6220
3948,12.66657116,-18.50583972,8.9700,0.6090
3949,12.67136689,-50.98692422,5.2400,0.3560
3950,12.67366018,-37.43313021,10.1800,0.3900
3951,12.68155194,64.24758084,5.3500,0.5280
3952,12.68701313,-57.32997889,9.2600,0.7050
3953,12.68775202,-14.83728926,9.1200,1.4040
3954,12.69341245,58.74443325,8.3000,0.0620
3955,12.69576073,-41.55572881,9.0400,0.5150
3956,12.69625377,51.38279960,9.6500,0.6200
3957,12.69794449,-1.92186850,8.7100,0.4920
3958,12.69820008,58.75423176,8.9800,0.0980
3959,12.71119877,-57.02676249,8.8200,1.1830
3960,12.71356104,10.36412573,10.5100,0.7890
3962,12.71840536,41.92567322,8.8100,1.4800
3961,12.71847773,-71.15152645,6.8600,0.4470
3963,12.73151006,8.04601390,8.1200,0.4940
3964,12.73351291,77.95356004,6.7600,0.2740
3965,12.73860936,51.50803371,6.3800,0.3070
3966,12.74028981,73.56732296,7.8100,1.5600
3967,12.74703157,-30.36573699,10.3000,0.5950
3968,12.75425648,8.33635729,8.9800,1.0720
3969,12.75862557,9.22876303,8.9600,1.1660
3970,12.76566668,-16.14010221,9.8200,0.6870
3972,12.76572802,6.89982260,7.9600,0.9310
3971,12.76573707,17.37128694,9.9900,0.9740
3973,12.76854142,2.74372611,7.6300,0.6100
3974,12.77114856,22.88188533,8.0600,-0.0600
3975,12.77609414,-12.92756757,8.0300,1.0460
3976,12.78364090,63.10170783,8.0000,1.5800
3977,12.78857033,26.47821031,9.2800,0.5270
3978,12.79363557,33.55794682,8.0400,0.4540
3979,12.79456039,-5.03898875,6.9800,0.6630
3980,12.79564009,-35.39624878,8.9900,0.5610
3981,12.80102170,38.04231291,7.1500,1.3450
3982,12.80281043,-5.18336284,8.7800,0.5060
3983,12.80613339,14.08583370,8.5700,0.4090
3984,12.80838334,57.64831597,9.0500,0.8600
3985,12.80902948,18.79089929,8.7600,0.7810
3986,12.81192088,-34.08383377,8.3600,1.4100
3987,12.81735582,-29.68976644,9.5000,1.1470
3988,12.81827283,61.80549823,6.0400,1.8800
3989,12.82065721,22.85423962,9.1700,1.6000
3990,12.82127934,-13.11461946,8.7400,0.6010
3991,12.82581119,35.84762238,9.3600,0.3660
3992,12.82629635,3.38517465,6.3900,1.0690
3993,12.82819027,-38.14877792,9.9800,1.0670
3994,12.83088708,27.35776383,9.1200,0.8970
3995,12.83285255,-9.40556546,6.8900,0.4900
3996,12.83365453,53.75327042,9.5100,0.1660
3997,12.83381297,37.03284584,8.5200,0.1310
3998,12.84050486,18.73990110,9.2200,1.1940
3999,12.84198032,-38.52874769,7.1400,0.5930
4000,12.84245290,14.24525964,8.8400,0.4360
4001,12.84382724,-44.36821799,9.7300,0.5660
4002,12.84455138,-27.38704614,10.4100,1.0830
4003,12.85054069,-78.64368714,9.8700,0.9540
4004,12.85248280,-72.38294081,11.4800,0.0690
4005,12.85403677,32.65728762,7.2800,0.5590
4006,12.85804247,63.78117106,6.8700,0.4940
4008,12.85849557,62.92080066,9.6000,1.3300
4007,12.85888522,0.91003722,8.8200,0.5570
4009,12.86031733,-10.88769599,10.9000,0.4380
4010,12.86133373,-43.59065723,9.7100,0.8570
4011,12.86173528,-60.44231723,9.4500,1.3610
4012,12.86707054,58.30104220,10.6600,1.3630
4013,12.86733647,-1.28441636,9.5200,0.8700
4014,12.86791446,5.79111292,11.6800,1.6010
4015,12.87032195,-63.69767460,8.9300,0.6020
4016,12.87115851,56.50196415,8.1000,0.6600
4017,12.87554510,41.23185846,7.2600,-0.0220
4018,12.87595298,-47.81902310,9.8300,0.5280
4019,12.87784782,-18.50767319,9.5100,0.5660
4020,12.88080220,-23.57940815,7.9300,1.0130
4021,12.88616298,-3.14310731,7.2500,0.1220
4022,12.89013153,-22.90939545,8.9500,1.2900
4023,12.89079551,51.57145327,6.2200,0.0320
4024,12.89365663,-14.89000959,9.7700,1.0690
4025,12.89515300,12.78482380,6.7000,0.3390
4026,12.89914167,-30.98600690,9.1900,0.5250
4027,12.90021730,-17.07835560,10.1800,0.8100
4028,12.90096851,-38.49107413,9.0300,0.5220
4029,12.90363840,11.91775144,10.3300,1.1150
4030,12.90410784,22.62343661,7.1400,1.0280
4031,12.90539802,-8.81834977,7.2300,1.4220
4032,12.90895634,23.63214704,8.8800,0.6000
4033,12.91316782,-46.68884335,8.6600,1.0500
4034,12.91662151,51.19998049,8.1200,0.9900
4035,12.93545839,-50.15248054,8.6200,0.4020
4036,12.93566969,-6.10010154,8.3000,0.3830
4037,12.94223572,-17.07422340,9.8800,0.4200
4038,12.94608448,48.05658159,7.4900,1.1030
4039,12.95123784,74.47382832,9.7700,0.4900
4040,12.95407843,-4.08647157,8.3800,0.4160
4041,12.95657932,78.62577543,8.4500,0.7800
4042,12.95864979,48.98364993,7.5400,1.3560
4043,12.95912475,-25.19227510,9.3600,1.0940
4044,12.96041231,-8.16581842,8.0400,0.6360
4045,12.96063749,-40.30447920,9.6700,0.6410
4046,12.96210601,-56.57816546,8.1300,0.4710
4047,12.96232658,32.00090328,8.1500,0.1470
4048,12.96309520,16.71664916,7.8800,1.0900
4049,12.96727279,-43.70903814,6.8900,0.3620
4050,12.97642959,27.77945384,7.8200,1.0930
4051,12.97698575,50.77467808,7.4000,1.0870
4052,12.97727097,-30.95854248,9.2100,0.3730
4053,12.97751777,32.36701383,7.7200,1.6500
4054,12.97823894,-7.12499969,8.9000,1.6530
4055,12.98167608,82.00674738,10.4900,0.8170
4056,12.98428777,4.06030957,7.8600,0.4860
4057,12.98651881,-42.64312018,8.0600,0.3470
4058,12.98788650,33.89003340,6.8700,1.3750
4059,12.99240284,50.01907473,8.2100,0.3480
4060,12.99414647,-27.62470962,9.0800,0.8350
4061,12.99979758,20.58313129,11.5300,1.4400
4062,13.00601299,-74.86998379,8.6900,0.5860
4063,13.01358443,-19.42289041,8.8500,0.6180
4064,13.02611912,-35.74772689,8.6500,0.0190
4065,13.03155585,10.60094271,8.4100,0.4530
4066,13.03228479,-13.23029503,9.4300,0.8960
4067,13.03892102,6.80306437,11.8000,1.4650
4068,13.04798615,-6.00090941,8.5200,0.4950
4069,13.04895668,-37.29379631,10.6600,0.4940
4070,13.05050642,-59.00258772,8.9500,1.0520
4071,13.05288279,-9.83240938,7.5700,1.5860
4072,13.05366556,-22.61675897,7.1300,0.5300
4073,13.05492976,-21.10789802,7.6400,0.4790
4074,13.06039262,-11.86981122,9.1700,0.4520
4075,13.06439416,60.08995098,8.7100,0.3360
4076,13.07045079,-53.36902897,9.3700,1.0600
4077,13.07141307,-13.90589084,8.1500,0.4860
4078,13.07493435,-10.73046574,8.8200,0.4300
4079,13.07619292,-26.39823765,8.4600,0.9800
4080,13.07839405,71.63830124,8.0500,1.0830
4081,13.08645780,-68.16724928,8.9800,1.0180
4082,13.08713204,42.32637349,9.1500,1.2600
4083,13.09660330,25.78062644,7.6800,1.1540
4085,13.10141747,-23.48448955,9.9800,0.6390
4084,13.10213860,-69.50359643,6.6700,0.5180
4087,13.11723996,21.41009210,7.2800,0.4930
4088,13.11818630,-69.50273658,7.5600,0.6760
4089,13.12024866,13.64881626,7.3800,0.0770
4090,13.12103486,79.84047803,7.7300,0.0790
4091,13.13036956,-19.89544701,8.0900,1.3040
4092,13.13272865,-61.56314406,8.9900,1.3630
4093,13.13304691,-20.99605992,7.8400,0.6540
4094,13.13688639,8.66545186,8.6700,1.0100
4095,13.14449944,34.63937322,8.4300,0.9990
4096,13.15010961,15.00681773,10.1500,1.2020
4097,13.15022957,65.89176042,8.3400,0.0890
4099,13.15406667,-28.21946104,12.1300,0.6400
4098,13.15430352,-34.79835279,10.4700,0.4820
4100,13.15835174,45.13346368,7.4400,1.5340
4101,13.16246333,-12.93682670,7.9300,0.4360
4102,13.16478607,42.95805639,9.1500,1.2460
4103,13.16671383,31.45946741,8.3600,0.7070
4105,13.16866483,-51.55011047,7.8800,0.7200
4104,13.16917061,-24.00592567,5.4700,1.2750
4106,13.16918245,-21.43852822,7.4400,1.6330
4107,13.16979228,57.62415007,8.5800,1.1360
4108,13.17368773,31.39458165,7.9900,1.2090
4109,13.17458688,52.73361012,8.6700,-0.0050
4110,13.17483456,30.60508604,8.0700,1.4460
4111,13.17538781,-38.13793864,8.5500,0.6450
4112,13.18175758,52.27833526,7.9000,0.0940
4114,13.18283717,40.94038296,8.4900,1.0500
4113,13.18290603,7.70197520,8.5600,0.6840
4116,13.18843085,68.86580974,7.2000,0.1000
4115,13.18889321,45.44138107,8.7700,0.4050
4117,13.19088897,-18.57668558,8.7400,0.6500
4118,13.19294554,-51.04156243,8.6500,1.2210
4119,13.19385983,18.96328661,8.3400,1.4400
4120,13.19559715,9.80358075,8.5000,0.4000
4121,13.20506815,56.62764622,7.8100,0.1010
4122,13.20855455,-52.29684140,10.3400,0.3960
4124,13.21014351,-27.42962738,10.0000,0.4800
4123,13.21036912,3.81766566,9.0200,0.6900
4125,13.21252447,-1.90079276,8.6500,0.9780
4126,13.21348087,-73.11489670,10.9500,0.1340
4127,13.21592800,40.24544245,6.7600,0.5950
4128,13.21766176,-50.46182747,8.1700,1.0480
4129,13.22233391,38.54885598,6.7000,0.0280
4130,13.22307204,-2.64491757,9.1800,1.0930
4131,13.22509998,-0.38128772,8.2100,0.6240
4132,13.22530292,29.07528951,8.8100,0.9240
4133,13.22649561,36.94479907,8.6500,1.6200
4134,13.22766919,-43.91092768,8.4200,1.0500
4135,13.22976904,47.77414894,9.1700,1.0500
4136,13.23055514,-66.90208429,9.2800,0.5630
4137,13.23192406,-8.92496865,10.0100,0.7570
4138,13.23254721,55.33802439,9.4500,0.3120
4139,13.23458178,47.09857730,8.5900,0.0750
4141,13.24099702,18.10676187,8.9600,1.0100
4142,13.24250604,63.92457132,7.9900,0.3700
4143,13.24299155,43.95164894,8.7600,0.0250
4144,13.24718195,39.04300372,7.7600,0.5760
4145,13.24737703,-32.65853426,9.1100,0.5710
4146,13.24964569,-9.28329355,8.5800,0.4150
4147,13.25204382,-1.14422060,4.7800,1.5500
4149,13.25267793,-61.07700191,7.8800,0.6150
4148,13.25298157,-30.35699137,7.1500,0.9360
4150,13.26151187,-64.16361487,9.0500,0.9090
4152,13.26765134,39.15841402,8.2300,0.3680
4151,13.26783051,61.12355735,4.8000,0.5400
4153,13.27035997,-72.63336876,10.8400,0.0450
4154,13.27066379,-24.95163131,9.3000,0.4390
4155,13.27336624,57.21918257,7.2600,-0.0260
4156,13.27575290,-5.61981818,8.8200,1.1300
4157,13.28013031,-74.65161042,7.6100,0.6780
4159,13.28230331,30.34923305,7.2700,1.4980
4158,13.28237833,-21.60719190,10.3300,0.5900
4160,13.28243548,-17.65178787,7.6400,0.3210
4161,13.28751566,51.87955159,8.7300,0.1260
4162,13.28854425,-42.80767479,8.6300,1.1940
4163,13.29447108,-44.57082849,9.4600,0.4780
4164,13.30164021,-24.77697293,6.4400,0.4390
4165,13.30479143,-38.71566972,8.3600,0.3800
4166,13.30840777,19.14682051,9.5300,0.8000
4167,13.30898571,9.91441389,8.5400,1.5370
4168,13.30921292,50.86322952,8.8300,0.5750
4169,13.31151868,4.75454122,9.9000,0.8360
4170,13.31402680,-62.92988004,9.0800,0.3810
4171,13.32507759,19.76655054,7.4200,0.3620
4172,13.32917996,74.31273756,7.6100,0.3270
4173,13.32947578,5.00511136,8.9200,0.4460
4175,13.33064532,33.92418096,7.8200,1.0060
4174,13.33071135,49.65565213,7.1100,-0.0150
4176,13.33130321,4.08629898,7.2000,0.3620
4177,13.33425703,-45.50574853,8.2100,0.3730
4178,13.33748069,46.59533702,7.6900,0.0790
4179,13.34284217,69.95608861,7.0800,1.4810
4180,13.34554329,-0.77575813,9.4900,0.8160
4189,13.34933515,-41.23799485,11.9200,1.4900
4181,13.35484770,-39.06792204,8.6200,0.3640
4182,13.36675196,60.66562735,7.7800,0.1050
4183,13.36685315,54.46833854,9.2200,0.2370
4185,13.36756319,37.41831737,6.0700,1.1390
4184,13.36762165,19.09470047,7.8600,0.9580
4186,13.36891500,3.30280194,8.8100,0.4860
4187,13.36973893,-51.05299581,8.4900,0.4310
4188,13.37066380,-14.85185277,9.1700,0.5460
4190,13.37870687,18.39385948,7.8700,0.8900
4191,13.38022518,33.51081467,8.2700,1.4740
4192,13.38896610,48.51889752,7.5700,1.5950
4193,13.39080131,39.71148957,8.6700,1.1160
4194,13.39519100,-22.20333385,8.9200,0.7220
4195,13.39727512,-24.02956237,8.6900,0.6420
4196,13.39939077,29.08023366,7.3300,0.1210
4198,13.40405850,24.93290758,8.5500,0.3870
4197,13.40407202,29.48942142,6.7000,0.8720
4199,13.40433541,27.91002530,8.9800,1.1000
4200,13.40741156,-62.87135327,5.7300,1.5740
4201,13.40830607,-28.96100784,9.6900,0.5040
4202,13.40972553,45.81796174,8.2500,0.3720
4203,13.41143609,1.90960774,9.0400,0.5800
4204,13.41476493,-37.97040328,8.7500,1.2040
4205,13.41815926,43.36370529,7.1900,0.6220
4206,13.41940508,54.07407306,9.2000,0.4590
4207,13.42197878,-4.52557954,6.5300,0.9910
4208,13.42292642,-73.86940886,8.4400,0.5560
4209,13.42566866,-13.92028251,7.4800,0.9440
4210,13.42767922,-79.17178746,9.4700,1.2300
4211,13.42895083,-8.30806736,8.2000,1.0030
4212,13.44802920,52.68934453,6.2700,0.1910
4213,13.45164773,-14.55220922,10.4800,0.8560
4214,13.45167120,34.69052509,9.7900,0.3490
4215,13.45205547,53.25764829,8.5100,0.0330
4216,13.45225442,25.11656891,9.7900,0.3420
4217,13.45279884,-30.17805750,8.9800,0.4430
4218,13.45525600,-28.54465123,8.5500,1.3410
4219,13.45601203,7.27142632,8.5400,0.8870
4220,13.45681609,28.55826467,7.3300,1.0330
4221,13.45968955,11.12254384,8.6500,0.9480
4222,13.46836353,-65.86732710,8.6700,0.2940
4223,13.47081918,45.94440000,11.1100,1.4350
4224,13.47306825,21.93216327,9.3000,1.6700
4225,13.47332905,-32.23756604,9.2600,0.6720
4226,13.47653036,-37.07998371,8.5600,0.4250
4227,13.47938955,55.04799897,8.5300,0.0340
4228,13.48661235,-54.59233089,7.6000,1.1400
4229,13.48746308,21.03092836,8.4900,1.1160
4230,13.49054962,-41.34496000,9.5300,1.2030
4231,13.49252197,5.80914251,7.9300,1.0650
4232,13.49601017,-48.79137617,6.8200,0.9620
4233,13.49687763,-25.04248124,8.7200,0.4280
4234,13.50004605,-25.04462483,8.8700,0.4300
4235,13.50140933,25.48825331,7.2600,1.0610
4236,13.51650270,-32.33487997,8.0600,0.4020
4237,13.52086539,57.01412864,7.4100,0.3800
4238,13.52299038,22.46557834,8.5500,0.1900
4239,13.52510497,66.43552948,7.0500,0.4020
4240,13.52857045,-16.17527810,7.6400,1.2610
4242,13.53785717,-18.03190991,8.9400,0.8160
4241,13.53804942,-77.85833962,9.1100,1.2210
4243,13.53862909,20.08004142,8.1300,0.4560
4244,13.53887410,53.63240999,9.3700,0.0100
4245,13.53906047,55.74752645,8.4400,0.0600
4246,13.54152281,32.88844350,7.2200,1.5420
4247,13.54436383,-16.43492452,8.9700,1.0470
4248,13.54529349,-30.86246609,10.0800,0.5330
4249,13.54842877,-36.40755525,9.9200,0.5500
4250,13.54989410,-40.37190895,8.9100,1.2690
4251,13.55599155,-22.88551097,9.5900,0.5620
4252,13.55631591,24.06711805,8.5600,1.4090
4253,13.56209382,51.13675384,9.2400,0.8460
4254,13.56228381,-57.40311311,7.3300,1.0360
4255,13.56874578,39.06807735,7.6900,0.2180
4256,13.57208946,-69.08671082,8.6300,0.4100
4257,13.57326200,-8.74054656,6.1500,0.9110
4258,13.57495949,69.04735787,9.1800,0.6080
4259,13.58283825,-21.93243434,10.0900,0.6200
4260,13.58485085,-2.68032780,9.8800,0.1310
4261,13.59875355,-48.94825905,7.9200,0.4830
4262,13.59945731,25.71480359,8.4200,0.3470
4263,13.60226342,-35.40099620,9.3200,0.4800
4264,13.62478540,56.31962729,7.1600,0.2900
4265,13.63887179,-31.64402951,9.2200,0.7450
4266,13.63993371,-82.66931994,8.3900,1.6000
4267,13.64674999,19.18843611,5.8000,-0.0160
4268,13.65631982,39.16939308,8.1800,1.9000
4270,13.66051997,-33.95728996,8.4500,0.4350
4271,13.66170110,-65.46368843,9.5900,0.5510
4272,13.66493715,-21.47308717,8.6800,1.2380
4273,13.66774534,-65.45998762,7.9400,0.5060
